pressure (decibar),temperature (degree_celsius),salinity (dimensionless),pressure_error (decibar),temperature_error (degree_celsius),salinity_error (dimensionless),meta_format,meta_creation_date,meta_creation_centre,meta_creation_centre_pid,meta_data_source_doi,meta_data_centre,meta_platform_number,meta_cycle_number,meta_direction_of_profile,meta_data_mode,meta_profile_date,meta_profile_latitude,meta_profile_longitude,meta_pressure,meta_temperature,meta_salinity
280.0,7.575,34.024,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
290.0,7.314,34.03,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
300.0,7.224,34.036,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
310.0,7.144,34.042,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
320.0,7.015,34.054,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
330.0,6.946,34.061,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
340.0,6.874,34.065,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
350.0,6.736,34.074,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
375.0,6.487,34.094,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
400.0,6.333,34.117,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
425.0,6.158,34.143,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
450.0,5.958,34.161,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
475.0,5.905,34.198,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
500.0,5.913,34.248,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
550.0,5.631,34.275,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
600.0,5.459,34.32,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
650.0,5.26,34.349,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
700.0,5.001,34.362,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
750.0,4.827,34.384,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
800.0,4.674,34.412,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
850.0,4.43,34.427,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
900.0,4.245,34.443,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
950.0,4.056,34.451,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1000.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1100.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1200.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1300.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1400.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1500.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1600.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1700.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1800.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
1900.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2000.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2200.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2400.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2600.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2800.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
3000.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
3200.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
3400.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
3600.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
3800.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
4000.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
4200.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
4400.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
4600.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
4800.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
5000.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
5200.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
5400.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
5600.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
5800.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
6000.0,,,2.4,0.002,,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,1,A,D,2015-11-21T14:25:01Z,33.257,-122.489,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
2.0,17.225,33.225,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
5.0,17.226,33.226,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
10.0,17.23,33.226,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
15.0,17.23,33.226,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
20.0,17.234,33.226,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
25.0,17.234,33.226,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
30.0,17.235,33.226,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
35.0,17.235,33.226,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
40.0,17.233,33.225,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
45.0,17.232,33.225,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
50.0,17.2,33.22,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
55.0,17.191,33.23,2.4,0.002,0.047,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
60.0,15.365,33.089,2.4,0.002,0.041,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
65.0,13.775,32.976,2.4,0.002,0.019,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
70.0,13.13,32.995,2.4,0.002,0.012,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
75.0,12.702,33.037,2.4,0.002,0.01,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
80.0,12.404,33.083,2.4,0.002,0.015,EasyOneArgoTSLite,2026-03-16T04:30:37Z,Ifremer,https://ror.org/044jxhp58,https://doi.org/10.17882/42182#126945,AO,4901639,2,A,D,2015-11-22T13:54:04Z,33.263,-122.511,sea water pressure equals 0 at sea-level,sea temperature in-situ ITS-90 scale,practical salinity
